Title,Author_URL,Author_Name,App_Version,Rating,Review,Date,comment_text,target
👍🏻👍🏻,https://itunes.apple.com/az/reviews/id576414373,Patrisiya200111,CI.3.69,5,👍🏻👍🏻👍🏻👍🏻,2019-01-17T11:48:40Z,👍🏻👍🏻 👍🏻👍🏻👍🏻👍🏻,0
Taxify,https://itunes.apple.com/az/reviews/id959971224,Sabir006,CI.3.67,1,"Salam,xidmetinizde dolandiriciligla meshgul olan 90XM707 nomreli avtomobil fealiyyet gosterir bu sexs 5.92 yol pulu oldugu halda 12manat teleb etdi menden",2019-01-05T18:50:27Z,"Taxify Salam,xidmetinizde dolandiriciligla meshgul olan 90XM707 nomreli avtomobil fealiyyet gosterir bu sexs 5.92 yol pulu oldugu halda 12manat teleb etdi menden",1
Kartla ödənişdən narazıyam,https://itunes.apple.com/az/reviews/id357296512,elnur355,CI.3.67,1,"Kartla ödənişdən narazıyam! Gedişə əlavə olaraq vergi də çıxılır. Bundan əlavə, gediş başlamazdan əvvəl məbləğ+cergi çıxııdı kartımdan. Gediş bitfikdən sonra yeni qiymət+vergi çıxıldı. Ardıyca köhnə çıxılan gediş məbləği karta geri ordu, amma çıxılan vergisi oturmadı.",2018-12-30T06:51:45Z,"Kartla ödənişdən narazıyam Kartla ödənişdən narazıyam! Gedişə əlavə olaraq vergi də çıxılır. Bundan əlavə, gediş başlamazdan əvvəl məbləğ+cergi çıxııdı kartımdan. Gediş bitfikdən sonra yeni qiymət+vergi çıxıldı. Ardıyca köhnə çıxılan gediş məbləği karta geri ordu, amma çıxılan vergisi oturmadı.",1
Taxify,https://itunes.apple.com/az/reviews/id232832741,Мурад179,CI.3.66,5,Очень хороший сервис.,2018-12-26T11:39:05Z,Taxify Очень хороший сервис.,0
Terbiyesiz ve seviyyesiz suruculer,https://itunes.apple.com/az/reviews/id325890024,ElvinAliyev,CI.3.66,1,"Demeli taxify-in suruculer o qeder terbiyesizdi ki, tanimadigi insanlarla senle danisirlar hamisi. 

Sonra da gelmeden evvel qebul edir sifarisi sonra da zeng edib sorusur ki kartla odeyirsense gelmirem. Sonra da legv edir senin sifarisini. 

99 RF 236 nomreli taksi lap cindirdi",2018-12-24T17:51:44Z,"Terbiyesiz ve seviyyesiz suruculer Demeli taxify-in suruculer o qeder terbiyesizdi ki, tanimadigi insanlarla senle danisirlar hamisi. 

Sonra da gelmeden evvel qebul edir sifarisi sonra da zeng edib sorusur ki kartla odeyirsense gelmirem. Sonra da legv edir senin sifarisini. 

99 RF 236 nomreli taksi lap cindirdi",1
Super xidmet,https://itunes.apple.com/az/reviews/id919534992,Eldar Ganbarli,CI.3.66,5,Vaxti vaxtinda gelir taksii,2018-12-24T16:40:50Z,Super xidmet Vaxti vaxtinda gelir taksii,0
🚕,https://itunes.apple.com/az/reviews/id796338714,Çərkəz Bəy,CI.3.65,5,Çox əla,2018-12-15T14:43:00Z,🚕 Çox əla,0
Fariz 90 KL 697 bu kimi  suruculeriniz cezalandirilmalidir!,https://itunes.apple.com/az/reviews/id942344900,Rrr777rrrmmm,CI.3.61,1,"Fariz 90 KL 697  xahis edirik bu surucu ile olcu goturulsun! Yazilib ki, 13 deqiqeye olacaq surucu gozleyirik , 2-3 deq. qalmis yigiriq ki, ne vaxta catarsiz. Deyir gele bilmeyecem. Hele bunlara artiq pul da verilir her defe. Nezere alin!",2018-11-29T15:13:26Z,"Fariz 90 KL 697 bu kimi  suruculeriniz cezalandirilmalidir! Fariz 90 KL 697  xahis edirik bu surucu ile olcu goturulsun! Yazilib ki, 13 deqiqeye olacaq surucu gozleyirik , 2-3 deq. qalmis yigiriq ki, ne vaxta catarsiz. Deyir gele bilmeyecem. Hele bunlara artiq pul da verilir her defe. Nezere alin!",1
Driver,https://itunes.apple.com/az/reviews/id449710925,Ülvi Dünyamalıyev,CI.3.60,5,He is perfect man. He loves his job. And so respectfull,2018-11-15T10:48:11Z,Driver He is perfect man. He loves his job. And so respectfull,0
Good,https://itunes.apple.com/az/reviews/id689303746,Mohan az,CI.3.60,5,Timing good fast pick up,2018-11-13T17:03:21Z,Good Timing good fast pick up,0
Card Adding problem,https://itunes.apple.com/az/reviews/id479063825,Ruslan🤘🏻,CI.3.60,5,"This problem started few days ago I cant add my Bank Card it says that scan your card but the camera doesnt open 
PS. I have gaven the permission for camera but it still not working. 
Please fix this problem 
For overall I like this problem very cheap and good Quality, fast arrives and drives.",2018-11-13T11:53:04Z,"Card Adding problem This problem started few days ago I cant add my Bank Card it says that scan your card but the camera doesnt open 
PS. I have gaven the permission for camera but it still not working. 
Please fix this problem 
For overall I like this problem very cheap and good Quality, fast arrives and drives.",0
Неудобно!,https://itunes.apple.com/az/reviews/id537258374,Emily Maharramli,CI.3.58,1,"Невозможно написать комментарий к заказу, связаться с оператором чтобы уточнить детали поездки, сменить адрес по необходимости.",2018-11-07T10:55:11Z,"Неудобно! Невозможно написать комментарий к заказу, связаться с оператором чтобы уточнить детали поездки, сменить адрес по необходимости.",1
Perfect,https://itunes.apple.com/az/reviews/id723054009,İmamverdi,CI.3.57,5,"Ela tətbiqdi kartnan ödənişlər daha sərfəlidi,yaxşı olarkı gələcəkdə təmir gedən yollar barəsində sürücülərə xəritədə məlumat əks olunsa dahada yaxşı olar.",2018-10-12T20:51:59Z,"Perfect Ela tətbiqdi kartnan ödənişlər daha sərfəlidi,yaxşı olarkı gələcəkdə təmir gedən yollar barəsində sürücülərə xəritədə məlumat əks olunsa dahada yaxşı olar.",0
Super👍🏼👍🏼👍🏼👍🏼,https://itunes.apple.com/az/reviews/id918526101,Elmir Bagirov,CI.3.57,5,Mən Gəncədə yaşayıram və burda istifadə edirəm Superdi!! Ən ucuz və keyfiyyətli taksi xidməti,2018-10-11T09:54:09Z,Super👍🏼👍🏼👍🏼👍🏼 Mən Gəncədə yaşayıram və burda istifadə edirəm Superdi!! Ən ucuz və keyfiyyətli taksi xidməti,0
A,https://itunes.apple.com/az/reviews/id708967449,Vusal Telmanoglu,CI.3.55,5,Perfect,2018-10-02T11:30:24Z,A Perfect,0
her gun 2-3 sefe  istifade edirem,https://itunes.apple.com/az/reviews/id272961051,emilyano_em,CI.3.55,5,Cox super Taxi xidmetidi,2018-10-01T14:21:44Z,her gun 2-3 sefe  istifade edirem Cox super Taxi xidmetidi,0
thanks,https://itunes.apple.com/az/reviews/id902507156,İsmayıl Sadiqov,CI.3.52,5,"in city evrythink is good ,in far city mostly driver is bad,so i love taxify",2018-09-09T10:35:28Z,"thanks in city evrythink is good ,in far city mostly driver is bad,so i love taxify",0
♥️,https://itunes.apple.com/az/reviews/id610700348,Beella_rai,CI.3.51,5,Amazing,2018-09-01T16:49:02Z,♥️ Amazing,0
ТаксиФай,https://itunes.apple.com/az/reviews/id895670846,Джахад,CI.3.50,5,"Спасибо за оперативность , за экономию время",2018-08-28T14:18:35Z,"ТаксиФай Спасибо за оперативность , за экономию время",0
