Title,Author_URL,Author_Name,App_Version,Rating,Review,Date,comment_text,target
((,https://itunes.apple.com/az/reviews/id482823689,X_EA7,1.14.1,1,Вечно сервер не работает((( устраните проблему  пожалуйста,2019-06-03T12:23:25Z,(( Вечно сервер не работает((( устраните проблему  пожалуйста,1
Köçürmede problemler var,https://itunes.apple.com/az/reviews/id1025491918,ELVİN 4404,1.14.1,1,Karta köçürülen pullar gösterilmir,2019-05-27T17:44:50Z,Köçürmede problemler var Karta köçürülen pullar gösterilmir,1
BirBank,https://itunes.apple.com/az/reviews/id280034868,Babayevugur,1.14.0,5,Sms Banking uptadesi ela olub cox sagolun :) canim qutardi 😊,2019-05-17T21:33:57Z,BirBank Sms Banking uptadesi ela olub cox sagolun :) canim qutardi 😊,0
Birkart və birbank,https://itunes.apple.com/az/reviews/id427385122,Taleh.19944,1.13.2,5,Birkart və birbankı əldə etməyə və birkart haqqında ətraflı məlumata görə Bravo 2 filialına təşəkkürümü bildirirəm,2019-05-02T19:26:40Z,Birkart və birbank Birkart və birbankı əldə etməyə və birkart haqqında ətraflı məlumata görə Bravo 2 filialına təşəkkürümü bildirirəm,0
Super ançaq bir istək,https://itunes.apple.com/az/reviews/id982346506,Elchin1992,1.13.2,5,"Çox sağolun, mümkünsə Face ID əlavə edərdiz.

Mən istərdim istifadədə olmayan kartları silə bilim. Çünki her il kartı yeniliyəndə köhnə ve istifadədə olmayam kartlar yığılıb qalır.",2019-05-02T10:12:41Z,"Super ançaq bir istək Çox sağolun, mümkünsə Face ID əlavə edərdiz.

Mən istərdim istifadədə olmayan kartları silə bilim. Çünki her il kartı yeniliyəndə köhnə ve istifadədə olmayam kartlar yığılıb qalır.",0
Emil,https://itunes.apple.com/az/reviews/id743655193,Emil_m.r,1.13.2,5,Çox gözəl və faydalı proqramdı! Təşəkkürlər Kapital Bank!,2019-05-01T13:19:52Z,Emil Çox gözəl və faydalı proqramdı! Təşəkkürlər Kapital Bank!,0
Lemka,https://itunes.apple.com/az/reviews/id451862667,lemka13,1.13.1,5,Ela proqramdi Gence Kapital  Banka tesekkurler,2019-04-05T16:13:34Z,Lemka Ela proqramdi Gence Kapital  Banka tesekkurler,0
superdi !!!,https://itunes.apple.com/az/reviews/id990867186,MimiJafar,1.13.1,5,"Hədiyyələr qazandıran proqramdı 👍 Yeniliklərə və bunlar barədə bizi məlumatlandırıb tətbiqi tövsiyyə etdiklərinə görə Kapital Banka, xüsusən də, Gəncə Filialının əməkdaşlarına təşəkkürlər !!!",2019-04-05T14:07:27Z,"superdi !!! Hədiyyələr qazandıran proqramdı 👍 Yeniliklərə və bunlar barədə bizi məlumatlandırıb tətbiqi tövsiyyə etdiklərinə görə Kapital Banka, xüsusən də, Gəncə Filialının əməkdaşlarına təşəkkürlər !!!",0
Bildirim,https://itunes.apple.com/az/reviews/id357361455,Gulamov,1.13.1,5,İOS 12.2’də bildirimi fix eləsəz yaxşı olar. Belə mükəmməl aplikasiyadır.,2019-04-01T19:41:37Z,Bildirim İOS 12.2’də bildirimi fix eləsəz yaxşı olar. Belə mükəmməl aplikasiyadır.,0
Ragibb,https://itunes.apple.com/az/reviews/id702372769,ragibv,1.13.1,5,Burada son emeliyyatlari nece silimki goren olmasin esas sehifede?,2019-03-30T02:00:01Z,Ragibb Burada son emeliyyatlari nece silimki goren olmasin esas sehifede?,0
Qeyri-əhali - azərişıq,https://itunes.apple.com/az/reviews/id971115463,Omarpjj,1.13.1,5,Salam. Tətbiqdə azərişıq qeyri-əhali əbunəçilərin kodunu tapmır.,2019-03-23T05:37:04Z,Qeyri-əhali - azərişıq Salam. Tətbiqdə azərişıq qeyri-əhali əbunəçilərin kodunu tapmır.,0
5 stars!,https://itunes.apple.com/az/reviews/id238483635,Quliyev Ramis,1.12.3,5,Thank you very much for magnificent app.! Gazakh,2019-02-25T07:50:27Z,5 stars! Thank you very much for magnificent app.! Gazakh,0
App išlemir,https://itunes.apple.com/az/reviews/id175324814,Brutalohguz,1.12.2,2,"Hesabdan karta vesait köçürme etmek slinmir. Hesab görsenmir. 
Hesabdan bašqa bankin kartina vesait köçuürmek alinmir.",2019-02-07T18:15:24Z,"App išlemir Hesabdan karta vesait köçürme etmek slinmir. Hesab görsenmir. 
Hesabdan bašqa bankin kartina vesait köçuürmek alinmir.",1
Birkart,https://itunes.apple.com/az/reviews/id336659223,cyberback,1.12.2,5,Ela programdi.apple pay funksiya elave olsa yaxshi olar,2019-02-05T18:49:29Z,Birkart Ela programdi.apple pay funksiya elave olsa yaxshi olar,0
!!!,https://itunes.apple.com/az/reviews/id811134183,Zeynab Jafarova,1.12.0,1,"Mən nomrəni dəyişmişəm və giriş üçün də kod yadımda deyil.Nə qədər təzə nomrə ilə qeydiyyatdan keçməyə çalışıram, elə hey 257 erroru verir, limitə çatmısız keçmisiz və s . Əsəblərimi oynatdı ! Neyniyim indi mən?!",2019-02-04T19:15:04Z,"!!! Mən nomrəni dəyişmişəm və giriş üçün də kod yadımda deyil.Nə qədər təzə nomrə ilə qeydiyyatdan keçməyə çalışıram, elə hey 257 erroru verir, limitə çatmısız keçmisiz və s . Əsəblərimi oynatdı ! Neyniyim indi mən?!",1
Kod 328,https://itunes.apple.com/az/reviews/id762351650,Saxavat005,1.11.0,1,Axrinci yenilmeden sonra Kod 328 sehvi verir odenis etmek olmur hec yere.Melumat vermeyiniz xahis olunur bu haqda,2019-02-01T04:59:04Z,Kod 328 Axrinci yenilmeden sonra Kod 328 sehvi verir odenis etmek olmur hec yere.Melumat vermeyiniz xahis olunur bu haqda,1
Proqram acilmir,https://itunes.apple.com/az/reviews/id740022458,hkllovb,1.11.0,2,Proqram acilmir.sebebini bilmek olarmi?,2019-01-18T12:58:53Z,Proqram acilmir Proqram acilmir.sebebini bilmek olarmi?,1
Unable renewing password,https://itunes.apple.com/az/reviews/id482211056,6331221Catchme,1.11.0,2,Passwordu unutdugumuz zaman berpa etmek ve yenilemek ucun link qoyulmayib.Ona gore de istifade etmek olmur.,2019-01-18T10:50:36Z,Unable renewing password Passwordu unutdugumuz zaman berpa etmek ve yenilemek ucun link qoyulmayib.Ona gore de istifade etmek olmur.,1
Seçilmiş ödənişlər bölməsi işləmir,https://itunes.apple.com/az/reviews/id289847141,Sulik.Nst,1.11.0,3,Seçilmiş ödənişlər bölməsi hər seçimdə server error edir,2019-01-17T06:12:01Z,Seçilmiş ödənişlər bölməsi işləmir Seçilmiş ödənişlər bölməsi hər seçimdə server error edir,1
erorr,https://itunes.apple.com/az/reviews/id946019643,Vadər,1.10.0,1,error verir nece duzeldim bunu?,2019-01-07T17:08:10Z,erorr error verir nece duzeldim bunu?,1
Login parol,https://itunes.apple.com/az/reviews/id367481338,Integrated666,1.10.0,4,Login və parolun avtomatik doldurulması zamanı proqram bağlanır.,2019-01-06T03:03:00Z,Login parol Login və parolun avtomatik doldurulması zamanı proqram bağlanır.,0
BirBank,https://itunes.apple.com/az/reviews/id945242727,Gusik982711,1.10.0,5,Очень удобное приложение! Спасибо вам за работу!,2019-01-04T18:41:11Z,BirBank Очень удобное приложение! Спасибо вам за работу!,0
Balans,https://itunes.apple.com/az/reviews/id333002878,Sabir_T,1.9.3,3,Karta Medaxil oldugda balansdaki mebleg gec tezelenir(bir muddet evvelki meblegi gosterir),2018-12-24T15:38:02Z,Balans Karta Medaxil oldugda balansdaki mebleg gec tezelenir(bir muddet evvelki meblegi gosterir),1
Astara filiali Tesekkurler,https://itunes.apple.com/az/reviews/id490228102,latf hmdv,1.9.3,5,Astara filiali .xidmet bolmesi tsk,2018-12-17T17:10:09Z,Astara filiali Tesekkurler Astara filiali .xidmet bolmesi tsk,0
👍🏻,https://itunes.apple.com/az/reviews/id767579905,Mingecevir sobesi,1.9.3,5,👍🏻,2018-12-11T18:12:31Z,👍🏻 👍🏻,0
Kapital Bankin Lerik filialinda qosuldum,https://itunes.apple.com/az/reviews/id767214909,Vusal1995_ferhad,1.9.3,5,Kapital Bankin Lerik filialinda qosuldum,2018-12-03T17:07:52Z,Kapital Bankin Lerik filialinda qosuldum Kapital Bankin Lerik filialinda qosuldum,0
Birbank,https://itunes.apple.com/az/reviews/id725238573,#smayloff,1.9.3,2,Çox əladı 👍👍👍,2018-12-02T18:10:17Z,Birbank Çox əladı 👍👍👍,1
Birbank,https://itunes.apple.com/az/reviews/id711487908,Farid Sadigov,1.9.3,5,Quick and easy to use ! best app ever👌,2018-11-25T09:46:04Z,Birbank Quick and easy to use ! best app ever👌,0
Fingerprint and password,https://itunes.apple.com/az/reviews/id808560781,Talistan,1.9.3,3,"As you update the app from time to time, it sometimes doesn’t recognize fingerprint or passcode commands. This bug is really annoying. I have to set it up all at every failure. You should deal with it ASAP",2018-11-23T06:30:32Z,"Fingerprint and password As you update the app from time to time, it sometimes doesn’t recognize fingerprint or passcode commands. This bug is really annoying. I have to set it up all at every failure. You should deal with it ASAP",1
Super App,https://itunes.apple.com/az/reviews/id423089908,Elvin306,1.9.2,5,Cox ela programdi. Dahada yenilikler gelsin,2018-11-15T07:31:14Z,Super App Cox ela programdi. Dahada yenilikler gelsin,0
Bugs,https://itunes.apple.com/az/reviews/id485203347,Thread dondurur,1.9.0,3,Please enforce us to update the application when you change sign in business logic.,2018-11-10T03:27:38Z,Bugs Please enforce us to update the application when you change sign in business logic.,1
Change the UI/UX,https://itunes.apple.com/az/reviews/id538488443,Saleh.A,1.8.1,4,"Thanks for application. However it looks like this one developed for Android, and mixed with iOS guides. It will be very nice, if you make this one to look native on this platform, for now it looks like i am using android version on iOS.",2018-10-21T20:06:13Z,"Change the UI/UX Thanks for application. However it looks like this one developed for Android, and mixed with iOS guides. It will be very nice, if you make this one to look native on this platform, for now it looks like i am using android version on iOS.",0
Laçın filalı,https://itunes.apple.com/az/reviews/id920649257,laçın filalı,1.8.1,5,Laçın filalı Humbat abbasov xidmet bolmesi,2018-10-15T11:42:37Z,Laçın filalı Laçın filalı Humbat abbasov xidmet bolmesi,0
Laçın filialı,https://itunes.apple.com/az/reviews/id909237568,laçın filialı,1.8.1,5,Hümbət Abbasov,2018-10-11T08:58:17Z,Laçın filialı Hümbət Abbasov,0
Super...,https://itunes.apple.com/az/reviews/id756254396,140445RUfat,1.7.0,5,"Chox gozel aplikasiya dir
Sadece bilmek isteyiremki neye gore azercell,bakcell ve nar nomrelere 0.20,0.50 ve.s mebleg gondermrk olmur?minimum 1azn gondermek olur mende niye?
Ama orda yaxilibki minimum 0.20 azn gondere bilersiz",2018-09-29T22:26:39Z,"Super... Chox gozel aplikasiya dir
Sadece bilmek isteyiremki neye gore azercell,bakcell ve nar nomrelere 0.20,0.50 ve.s mebleg gondermrk olmur?minimum 1azn gondermek olur mende niye?
Ama orda yaxilibki minimum 0.20 azn gondere bilersiz",0
Really works!,https://itunes.apple.com/az/reviews/id146635099,Esichka,1.7.0,5,"Thanks a lot for exellent app. Really very easy to use. You are always can review your accounts,quickly make payments and etc.. I’m very happy with this app🤗🤗",2018-09-28T18:03:55Z,"Really works! Thanks a lot for exellent app. Really very easy to use. You are always can review your accounts,quickly make payments and etc.. I’m very happy with this app🤗🤗",0
Birbank,https://itunes.apple.com/az/reviews/id879930816,Rustem Babayev,1.7.0,5,Chox ela. Masalli filialina derin teshekkurler. Xidmetiniz super!!!,2018-09-22T18:35:57Z,Birbank Chox ela. Masalli filialina derin teshekkurler. Xidmetiniz super!!!,0
Problem,https://itunes.apple.com/az/reviews/id900400887,Afocka,1.6.1,5,Salam. Men kartimin nomresini ve pin kodu yazmagima baxmayaraq giriw ede bilmirem. Ne ile bagli ola biler,2018-09-05T16:17:02Z,Problem Salam. Men kartimin nomresini ve pin kodu yazmagima baxmayaraq giriw ede bilmirem. Ne ile bagli ola biler,0
Birbank,https://itunes.apple.com/az/reviews/id738274912,gimaetemo,1.6.1,3,SalamSabran filialind yuklendi Mehman,2018-09-05T10:56:46Z,Birbank SalamSabran filialind yuklendi Mehman,1
Login Error,https://itunes.apple.com/az/reviews/id425880749,Joe Kidman,1.6.1,1,"When I am trying for login app says error.

why ?",2018-08-25T11:54:12Z,"Login Error When I am trying for login app says error.

why ?",1
Birbank,https://itunes.apple.com/az/reviews/id846892367,resad e,1.6.1,5,Mingecevir filialindan qosuldum. tesekkurler J.M,2018-08-25T09:38:12Z,Birbank Mingecevir filialindan qosuldum. tesekkurler J.M,0
Zedab fliali,https://itunes.apple.com/az/reviews/id469149991,Semed 555,1.6.1,5,Zerdab fliali Ele proqramdir cox sagolun,2018-08-20T07:33:08Z,Zedab fliali Zerdab fliali Ele proqramdir cox sagolun,0
Humbat Abbasov,https://itunes.apple.com/az/reviews/id884646004,Humbat Abbasov,1.6.1,5,Laçın filialı,2018-08-18T11:04:48Z,Humbat Abbasov Laçın filialı,0
Teshekkur,https://itunes.apple.com/az/reviews/id787137122,ruslanq,1.6.1,5,Bakixanov filiali Memmedzade Atgule teshekkur,2018-08-18T09:49:44Z,Teshekkur Bakixanov filiali Memmedzade Atgule teshekkur,0
👎🏻,https://itunes.apple.com/az/reviews/id435870064,Ukljdjshkj,1.6.1,1,"Çox bərbad.
Əvvəlki proqramdan rahatlıqla istifadə edirdim. Sentyabr ayında fəaliyyət dayandırılacağı üçün, bir bank'a keçmək məcburiyyətində qaldım. Qeydiyyat'dan keçərkən xəta verdi. 196'ya zən vurdum, əvvəlki hesabları bağladılar, sonra bir daha qeydiyyata cəhd etdim xəta 101 verdi. Bir daha yığdım, müraciətimi qəbul etdilər, sonra dedilər 3 günə baxılacaq, heç bir nəticə olmadı. Yenə zəng vurdum, dedilər 10 günə baxılacaq. 
Digər 3 bankda debit kart hesablarım var əvvəldən, bu bankın xidməti """"rahat"""" olduğu üçün keçmişdim bura. 
Hesablarımla bağlı internetdə birçox əməliyyat aparmalı idim, indi bu dəxlisiz problemə görə bütün planlarım alt-üst olub.
Bu qədər gücə malik Kapital Bank'a, bu cür xırda problemlər heç yaraşmır. Sizi seçdiyim üçün çox təssüfflənirəm.",2018-08-18T07:42:48Z,"👎🏻 Çox bərbad.
Əvvəlki proqramdan rahatlıqla istifadə edirdim. Sentyabr ayında fəaliyyət dayandırılacağı üçün, bir bank'a keçmək məcburiyyətində qaldım. Qeydiyyat'dan keçərkən xəta verdi. 196'ya zən vurdum, əvvəlki hesabları bağladılar, sonra bir daha qeydiyyata cəhd etdim xəta 101 verdi. Bir daha yığdım, müraciətimi qəbul etdilər, sonra dedilər 3 günə baxılacaq, heç bir nəticə olmadı. Yenə zəng vurdum, dedilər 10 günə baxılacaq. 
Digər 3 bankda debit kart hesablarım var əvvəldən, bu bankın xidməti """"rahat"""" olduğu üçün keçmişdim bura. 
Hesablarımla bağlı internetdə birçox əməliyyat aparmalı idim, indi bu dəxlisiz problemə görə bütün planlarım alt-üst olub.
Bu qədər gücə malik Kapital Bank'a, bu cür xırda problemlər heç yaraşmır. Sizi seçdiyim üçün çox təssüfflənirəm.",1
Kapital Bank Samux filialindan yukledim.Ela xidmet gosterildi.Cox raziyam,https://itunes.apple.com/az/reviews/id670606971,qalik,1.6.1,5,Kapital Bank Samux filialindan yukledim.Ela xidmet gosterildi.Cox raziyam,2018-08-17T13:14:15Z,Kapital Bank Samux filialindan yukledim.Ela xidmet gosterildi.Cox raziyam Kapital Bank Samux filialindan yukledim.Ela xidmet gosterildi.Cox raziyam,0
Zerdab fliali,https://itunes.apple.com/az/reviews/id803334533,Behmannn5,1.6.1,5,Salam Zerdab flialinda yukledim proqrami ela proqramdir istifadesi rahat,2018-08-16T13:03:42Z,Zerdab fliali Salam Zerdab flialinda yukledim proqrami ela proqramdir istifadesi rahat,0
Teshekkur,https://itunes.apple.com/az/reviews/id445505104,ibrahimovh,1.6.1,5,Bakixanov filiali Miriyev Amile teshekkur,2018-08-16T09:13:06Z,Teshekkur Bakixanov filiali Miriyev Amile teshekkur,0
NFC,https://itunes.apple.com/az/reviews/id531031398,samumbeats,1.6.1,4,сделайте пожалуйста поддержку NFC,2018-08-12T10:10:53Z,NFC сделайте пожалуйста поддержку NFC,0
Birbank,https://itunes.apple.com/az/reviews/id571590163,Ulvi521,1.6.1,5,Mingecevir Filiali Suleymanova Gulnar,2018-08-12T05:57:44Z,Birbank Mingecevir Filiali Suleymanova Gulnar,0
Ağdaş filialı,https://itunes.apple.com/az/reviews/id389230035,gunayrecebova,1.6.0,5,Ağdaş filialında qoşuldum əla,2018-08-09T08:44:13Z,Ağdaş filialı Ağdaş filialında qoşuldum əla,0
birbank,https://itunes.apple.com/az/reviews/id881149820,kamranagazade,1.6.0,5,Astara filiali tesekkurler,2018-08-08T07:46:19Z,birbank Astara filiali tesekkurler,0
Bakixanov filiali Eliyev Ramile teshekkur,https://itunes.apple.com/az/reviews/id638488543,mehpare777777,1.6.0,5,Yaxwi programdie,2018-08-03T08:10:45Z,Bakixanov filiali Eliyev Ramile teshekkur Yaxwi programdie,0
Rahat sistem,https://itunes.apple.com/az/reviews/id230747503,Aga natigoglu,1.6.0,5,Simal filiali yardimiyla yukledim,2018-08-02T14:34:54Z,Rahat sistem Simal filiali yardimiyla yukledim,0
Kod 101 xəta,https://itunes.apple.com/az/reviews/id520721590,Rufet Ismayilli,1.6.0,1,E-kapitalbankdan sonra növbəti biabrçılığınız.ay qardaş işlədə bilmirsiz yaratmayın da bu zibili.bir gün istfiade etdim növbəti gün xəta verdi bir neçə telefond bir neçə kartla yoxladım hamısı eyni xətanı verdi.biraz məsuliyətiniz olsun,2018-07-24T19:22:41Z,Kod 101 xəta E-kapitalbankdan sonra növbəti biabrçılığınız.ay qardaş işlədə bilmirsiz yaratmayın da bu zibili.bir gün istfiade etdim növbəti gün xəta verdi bir neçə telefond bir neçə kartla yoxladım hamısı eyni xətanı verdi.biraz məsuliyətiniz olsun,1
Gözel,https://itunes.apple.com/az/reviews/id457059420,ruhathasanzada,1.6.0,5,Yaxşı aplikasiyadı,2018-07-23T08:20:00Z,Gözel Yaxşı aplikasiyadı,0
Sooo goood,https://itunes.apple.com/az/reviews/id730125104,Tural739,1.6.0,5,Good job guys 👌🏼👍🏼,2018-07-20T20:15:59Z,Sooo goood Good job guys 👌🏼👍🏼,0
Əla,https://itunes.apple.com/az/reviews/id608425410,şamşad,1.6.0,5,Masallı şöbəsinin əməkdaşlarına təşəkkür,2018-07-18T13:31:33Z,Əla Masallı şöbəsinin əməkdaşlarına təşəkkür,0
Super,https://itunes.apple.com/az/reviews/id431821238,Zülfü1131b,1.6.0,5,Super aplikasiyadı,2018-07-14T17:57:19Z,Super Super aplikasiyadı,0
x,https://itunes.apple.com/az/reviews/id575211857,xdce,1.6.0,5,excellent💎,2018-07-14T12:03:14Z,x excellent💎,0
Ela,https://itunes.apple.com/az/reviews/id853465404,vuqar musayev,1.5.0,5,Cox gozel,2018-07-07T13:11:43Z,Ela Cox gozel,0
Negativ,https://itunes.apple.com/az/reviews/id332760827,gunelzellapatito,1.5.0,1,It doesnt work. Even bank workers cannt fix it. I,2018-07-07T08:10:56Z,Negativ It doesnt work. Even bank workers cannt fix it. I,1
gulnar suleymanova Mingecevir filiali,https://itunes.apple.com/az/reviews/id850840483,140115a!,1.5.0,5,Gs,2018-07-05T10:28:03Z,gulnar suleymanova Mingecevir filiali Gs,0
Bırbank super,https://itunes.apple.com/az/reviews/id502458742,E3295969e,1.5.0,5,Teshekkur Fuzulı fılıalı,2018-07-05T07:54:50Z,Bırbank super Teshekkur Fuzulı fılıalı,0
Birbank yukledim,https://itunes.apple.com/az/reviews/id835876249,Yasin Shahverdiyev,1.5.0,5,Fuzuli filiali teshekkur,2018-06-22T09:10:21Z,Birbank yukledim Fuzuli filiali teshekkur,0
Kapar,https://itunes.apple.com/az/reviews/id827572138,satış)),1.4.5,5,Ela proğramda 11+,2018-06-14T13:29:52Z,Kapar Ela proğramda 11+,0
☺️,https://itunes.apple.com/az/reviews/id463749870,Sultan&Ferid,1.4.5,4,Her sey eladir. Pul kocurmeleri etmek de asandir. Lakin taksit siyahisi yoxdur. Odemeleri gormek ucun web sehifeye baxmali oluram. Can you add this function to your application?,2018-06-09T08:11:54Z,☺️ Her sey eladir. Pul kocurmeleri etmek de asandir. Lakin taksit siyahisi yoxdur. Odemeleri gormek ucun web sehifeye baxmali oluram. Can you add this function to your application?,0
Əla,https://itunes.apple.com/az/reviews/id578382589,babsjdkd,1.4.5,5,Agdaş filialında qoşuldum,2018-06-08T12:59:30Z,Əla Agdaş filialında qoşuldum,0
Super,https://itunes.apple.com/az/reviews/id291504296,AdalatRasulov,1.4.5,5,Ağdaş filialında qoşuldum.,2018-06-06T09:57:41Z,Super Ağdaş filialında qoşuldum.,0
Qeydiyyat işləmir,https://itunes.apple.com/az/reviews/id563043556,eismailzadeh,1.4.4,1,"Kartla qeydiyyat zamanı 101 xətası gəlir. Developer yazacaqki, zəng sifariş edin və ya 196-ya zəng edin. Hər iki variantı yoxlamışam, fikir verən yoxdur.
UPDATE: yaşım 18dən aşağıdır deyə, qeydiyyat mümkün deyilmiş. Xüsusi ərizə ilə hesab açmaq mümkündürsə, Birbank qeydiyyatı niyə ərizə ilə mümkün olmasın ?",2018-06-01T15:55:00Z,"Qeydiyyat işləmir Kartla qeydiyyat zamanı 101 xətası gəlir. Developer yazacaqki, zəng sifariş edin və ya 196-ya zəng edin. Hər iki variantı yoxlamışam, fikir verən yoxdur.
UPDATE: yaşım 18dən aşağıdır deyə, qeydiyyat mümkün deyilmiş. Xüsusi ərizə ilə hesab açmaq mümkündürsə, Birbank qeydiyyatı niyə ərizə ilə mümkün olmasın ?",1
Ela,https://itunes.apple.com/az/reviews/id729900240,şamaxı,1.4.4,5,Cox rahat,2018-06-01T08:55:04Z,Ela Cox rahat,0
DüzeltdiyiniZ proqramın içini ...........,https://itunes.apple.com/az/reviews/id378338831,Hasan Aliyev,1.4.4,1,Bi poxa derman deyil,2018-05-29T06:55:01Z,DüzeltdiyiniZ proqramın içini ........... Bi poxa derman deyil,1
Perfect,https://itunes.apple.com/az/reviews/id694133174,@7amerlan,1.2.0,5,Məncə proqram əla alınıb),2018-05-27T14:49:16Z,Perfect Məncə proqram əla alınıb),0
Fizuli Branch,https://itunes.apple.com/az/reviews/id807673732,Ceyhun026,1.4.1,5,"Fizuli branch is good,very good",2018-05-21T15:07:13Z,"Fizuli Branch Fizuli branch is good,very good",0
Gulshan,https://itunes.apple.com/az/reviews/id806613451,Gulsen1990,1.4.1,5,Cox super proqramdi,2018-05-20T06:43:43Z,Gulshan Cox super proqramdi,0
Fizuli👍🏻,https://itunes.apple.com/az/reviews/id436696329,hesen..,1.4.1,5,Fizuli👍🏻,2018-05-19T08:32:30Z,Fizuli👍🏻 Fizuli👍🏻,0
Ios user,https://itunes.apple.com/az/reviews/id559114060,Fariz fens,1.2.1,4,Salam qeydiyyatdan kecerken karta aid butun melumatlari yazmagima baxmayaraq 3ds vertification failed xetasi aliram ne ede bilerem. Tesekkurler,2018-04-14T07:33:35Z,Ios user Salam qeydiyyatdan kecerken karta aid butun melumatlari yazmagima baxmayaraq 3ds vertification failed xetasi aliram ne ede bilerem. Tesekkurler,0
M,https://itunes.apple.com/az/reviews/id730087660,ghfamnoj,1.2.1,5,Ela,2018-04-13T08:15:22Z,M Ela,0
Bb,https://itunes.apple.com/az/reviews/id471419461,mr riad,1.2.1,5,Cox rahatdi,2018-04-12T11:27:58Z,Bb Cox rahatdi,0
Mukemmel,https://itunes.apple.com/az/reviews/id617682929,Fuad Abasov,1.2.1,5,Cox gozel tetbiqdir.Tesekkur edirem Kapital Bank.Hetta krediti odenisi bele elemek olur👍🏻,2018-04-12T08:12:41Z,Mukemmel Cox gozel tetbiqdir.Tesekkur edirem Kapital Bank.Hetta krediti odenisi bele elemek olur👍🏻,0
